notification_id,equipment_id,created_date,notification_type,priority,status
N-00840,EQ-0052,2025-04-08,Preventive Request,High,Converted to Order
N-00841,EQ-0013,2024-01-11,Inspection,Medium,Closed
N-00842,EQ-0071,2025-01-21,Breakdown,High,Closed
N-00843,EQ-0082,2025-05-19,Condition Monitoring,Low,Closed
N-00844,EQ-0072,2024-03-13,Condition Monitoring,Medium,Converted to Order
N-00845,EQ-0054,2025-08-10,Breakdown,High,Closed
N-00846,EQ-0020,2025-11-29,Breakdown,Medium,Closed
N-00847,EQ-0009,2024-04-04,Breakdown,High,Closed
N-00848,EQ-0081,2026-04-20,Breakdown,Low,Closed
N-00849,EQ-0018,2025-01-12,Breakdown,Low,Closed
N-00850,EQ-0099,2024-09-09,Breakdown,Medium,Open
N-00851,EQ-0016,2024-11-05,Inspection,Medium,Closed
N-00852,EQ-0071,2025-01-31,Breakdown,Medium,Closed
N-00853,EQ-0006,2024-04-16,Inspection,Medium,Closed
N-00854,EQ-0052,2024-11-29,Breakdown,Medium,Closed
N-00855,EQ-0077,2024-05-08,Breakdown,High,Closed
N-00856,EQ-0041,2025-07-01,Condition Monitoring,Medium,Converted to Order
N-00857,EQ-0012,2024-12-14,Condition Monitoring,Medium,Closed
N-00858,EQ-0033,2024-03-18,Condition Monitoring,Medium,Closed
N-00859,EQ-0072,2025-12-05,Breakdown,Medium,Converted to Order
N-00860,EQ-0047,2026-01-13,Breakdown,Medium,Closed
N-00861,EQ-0011,2026-01-08,Inspection,Medium,Closed
N-00862,EQ-0074,2024-12-14,Breakdown,High,Converted to Order
N-00863,EQ-0042,2024-01-10,Breakdown,High,Closed
N-00864,EQ-0071,2024-02-25,Breakdown,High,Open
N-00865,EQ-0045,2025-09-06,Breakdown,Medium,Closed
N-00866,EQ-0001,2025-12-19,Inspection,Medium,Closed
N-00867,EQ-0015,2025-10-27,Breakdown,High,Converted to Order
N-00868,EQ-0015,2025-12-03,Condition Monitoring,Medium,Closed
N-00869,EQ-0054,2024-05-20,Breakdown,Low,Closed
N-00870,EQ-0077,2025-05-01,Breakdown,Low,Closed
N-00871,EQ-0016,2024-10-01,Breakdown,Medium,Converted to Order
N-00872,EQ-0078,2025-07-18,Breakdown,Medium,Closed
N-00873,EQ-0022,2024-07-09,Breakdown,Low,Closed
N-00874,EQ-0051,2024-12-14,Breakdown,Medium,Closed
N-00875,EQ-0066,2024-09-25,Preventive Request,Medium,Closed
N-00876,EQ-0064,2026-05-02,Condition Monitoring,High,Closed
N-00877,EQ-0060,2025-02-13,Breakdown,Low,Converted to Order
N-00878,EQ-0098,2025-10-13,Condition Monitoring,High,Closed
N-00879,EQ-0035,2025-08-31,Preventive Request,Medium,Closed
N-00880,EQ-0061,2024-05-01,Condition Monitoring,High,Converted to Order
N-00881,EQ-0004,2025-06-22,Preventive Request,Medium,Closed
N-00882,EQ-0037,2025-03-07,Condition Monitoring,High,Closed
N-00883,EQ-0098,2024-08-22,Condition Monitoring,Medium,Closed
N-00884,EQ-0041,2026-03-18,Preventive Request,Medium,Closed
N-00885,EQ-0097,2025-04-12,Breakdown,High,Closed
N-00886,EQ-0022,2024-12-08,Breakdown,Medium,Closed
N-00887,EQ-0085,2024-07-16,Breakdown,Medium,Closed
N-00888,EQ-0050,2024-11-05,Inspection,Medium,Closed
N-00889,EQ-0072,2025-07-07,Breakdown,Medium,Closed
N-00890,EQ-0051,2025-12-28,Condition Monitoring,Low,Closed
N-00891,EQ-0074,2026-05-20,Condition Monitoring,Medium,Closed
N-00892,EQ-0096,2025-12-25,Condition Monitoring,Medium,Closed
N-00893,EQ-0083,2024-09-13,Condition Monitoring,Medium,Closed
N-00894,EQ-0058,2025-04-15,Breakdown,High,Closed
N-00895,EQ-0027,2024-01-02,Breakdown,Medium,Closed
N-00896,EQ-0028,2025-04-13,Breakdown,Medium,Closed
N-00897,EQ-0012,2024-04-18,Breakdown,Medium,Closed
N-00898,EQ-0070,2025-02-06,Breakdown,Medium,Closed
N-00899,EQ-0088,2025-10-30,Breakdown,High,Closed
N-00900,EQ-0010,2024-12-24,Inspection,Medium,Closed
N-00901,EQ-0085,2026-01-11,Inspection,Medium,Closed
N-00902,EQ-0024,2026-03-30,Breakdown,Medium,Closed
N-00903,EQ-0056,2025-05-16,Breakdown,Medium,Open
N-00904,EQ-0050,2025-10-09,Preventive Request,Medium,Closed
N-00905,EQ-0048,2025-05-24,Inspection,Medium,Converted to Order
N-00906,EQ-0056,2025-10-15,Preventive Request,Medium,Closed
N-00907,EQ-0066,2024-02-29,Preventive Request,Low,Closed
N-00908,EQ-0088,2024-09-04,Breakdown,Low,Closed
N-00909,EQ-0005,2025-11-06,Preventive Request,Low,Converted to Order
N-00910,EQ-0057,2026-03-28,Breakdown,High,Closed
N-00911,EQ-0055,2025-08-16,Breakdown,High,Closed
N-00912,EQ-0028,2024-01-17,Inspection,Medium,Closed
N-00913,EQ-0063,2025-10-02,Breakdown,Emergency,Closed
N-00914,EQ-0095,2025-02-06,Inspection,High,Converted to Order
N-00915,EQ-0033,2025-02-01,Breakdown,Medium,Closed
N-00916,EQ-0055,2024-08-06,Inspection,Medium,Closed
N-00917,EQ-0059,2024-09-24,Breakdown,Medium,Converted to Order
N-00918,EQ-0026,2025-11-14,Condition Monitoring,Medium,Closed
N-00919,EQ-0017,2026-01-02,Breakdown,Low,Closed
N-00920,EQ-0043,2024-10-04,Breakdown,Medium,Closed
N-00921,EQ-0076,2024-10-25,Breakdown,High,Closed
N-00922,EQ-0052,2024-12-01,Breakdown,High,Closed
N-00923,EQ-0031,2024-04-08,Preventive Request,Medium,Closed
N-00924,EQ-0050,2024-08-10,Breakdown,Medium,Closed
N-00925,EQ-0006,2024-06-04,Preventive Request,High,Closed
N-00926,EQ-0020,2025-10-26,Breakdown,High,Closed
N-00927,EQ-0076,2024-06-01,Breakdown,Medium,Closed
N-00928,EQ-0012,2026-05-14,Condition Monitoring,Medium,Closed
N-00929,EQ-0051,2025-08-19,Inspection,Medium,Converted to Order
N-00930,EQ-0086,2024-06-16,Condition Monitoring,High,Closed
N-00931,EQ-0041,2026-01-13,Breakdown,Medium,Closed
N-00932,EQ-0047,2025-09-27,Inspection,Medium,Closed
N-00933,EQ-0093,2024-01-02,Breakdown,Medium,Closed
N-00934,EQ-0100,2026-03-05,Preventive Request,Medium,Closed
N-00935,EQ-0073,2026-01-01,Preventive Request,Medium,Closed
N-00936,EQ-0022,2026-01-24,Breakdown,Medium,Closed
N-00937,EQ-0038,2025-09-02,Breakdown,High,Converted to Order
N-00938,EQ-0077,2025-05-27,Breakdown,High,Closed
N-00939,EQ-0010,2025-04-10,Condition Monitoring,Medium,Closed
N-00940,EQ-0003,2024-10-09,Inspection,High,Closed
N-00941,EQ-0066,2024-08-31,Breakdown,High,Closed
N-00942,EQ-0001,2026-05-10,Breakdown,High,Closed
N-00943,EQ-0008,2025-12-10,Inspection,Medium,Closed
N-00944,EQ-0015,2025-03-19,Breakdown,High,Closed
N-00945,EQ-0062,2026-04-18,Condition Monitoring,Low,Closed
N-00946,EQ-0003,2024-02-20,Inspection,Medium,Closed
N-00947,EQ-0083,2024-07-06,Inspection,Low,Closed
N-00948,EQ-0080,2024-06-15,Condition Monitoring,High,Converted to Order
N-00949,EQ-0049,2025-06-23,Inspection,High,Closed
N-00950,EQ-0061,2024-12-17,Inspection,Medium,Closed
N-00951,EQ-0051,2025-09-12,Inspection,Medium,Closed
N-00952,EQ-0005,2026-05-14,Breakdown,Low,Converted to Order
N-00953,EQ-0049,2024-09-12,Inspection,Medium,Closed
N-00954,EQ-0026,2025-02-10,Inspection,Medium,Closed
N-00955,EQ-0046,2024-12-23,Breakdown,High,Converted to Order
N-00956,EQ-0053,2025-01-23,Breakdown,Medium,Closed
N-00957,EQ-0037,2024-11-21,Condition Monitoring,Medium,Closed
N-00958,EQ-0027,2026-01-30,Inspection,High,Closed
N-00959,EQ-0075,2024-03-06,Breakdown,Low,Converted to Order
N-00960,EQ-0091,2025-03-21,Breakdown,High,Closed
N-00961,EQ-0017,2026-06-19,Breakdown,High,Closed
N-00962,EQ-0080,2025-03-29,Preventive Request,Medium,Closed
N-00963,EQ-0083,2026-01-25,Preventive Request,Low,Closed
N-00964,EQ-0079,2026-04-29,Preventive Request,High,Closed
N-00965,EQ-0062,2024-06-18,Breakdown,High,Closed
N-00966,EQ-0009,2024-12-30,Breakdown,Medium,Closed
N-00967,EQ-0026,2026-02-18,Condition Monitoring,Medium,Closed
N-00968,EQ-0006,2024-07-28,Condition Monitoring,Medium,Converted to Order
N-00969,EQ-0060,2026-05-19,Condition Monitoring,High,Closed
N-00970,EQ-0088,2024-10-30,Breakdown,High,Closed
N-00971,EQ-0093,2025-09-10,Breakdown,Medium,Converted to Order
N-00972,EQ-0090,2024-01-04,Inspection,Medium,Closed
N-00973,EQ-0058,2024-03-27,Condition Monitoring,Medium,Converted to Order
N-00974,EQ-0027,2024-05-18,Condition Monitoring,Medium,Converted to Order
N-00975,EQ-0009,2026-04-05,Inspection,Medium,Closed
N-00976,EQ-0051,2025-07-28,Condition Monitoring,Low,Closed
N-00977,EQ-0054,2024-09-19,Condition Monitoring,Medium,Closed
N-00978,EQ-0011,2024-12-10,Breakdown,Medium,Closed
N-00979,EQ-0040,2024-08-22,Condition Monitoring,High,Closed
N-00980,EQ-0060,2025-08-03,Breakdown,Medium,Closed
N-00981,EQ-0061,2024-12-03,Breakdown,Medium,Closed
N-00982,EQ-0013,2024-11-08,Preventive Request,High,Closed
N-00983,EQ-0013,2025-04-08,Breakdown,Medium,Closed
N-00984,EQ-0002,2025-06-03,Condition Monitoring,Medium,Closed
N-00985,EQ-0069,2024-05-03,Inspection,Medium,Closed
N-00986,EQ-0020,2025-09-25,Breakdown,Medium,Closed
N-00987,EQ-0047,2024-12-20,Breakdown,Medium,Closed
N-00988,EQ-0011,2026-05-06,Condition Monitoring,High,Closed
N-00989,EQ-0052,2026-05-21,Breakdown,Medium,Closed
N-00990,EQ-0035,2025-05-28,Breakdown,Emergency,Closed
N-00991,EQ-0094,2024-05-23,Preventive Request,Low,Closed
N-00992,EQ-0044,2026-03-18,Inspection,Medium,Closed
N-00993,EQ-0032,2026-04-08,Inspection,Low,Closed
N-00994,EQ-0027,2025-12-06,Breakdown,Low,Closed
N-00995,EQ-0036,2025-03-01,Condition Monitoring,Medium,Closed
N-00996,EQ-0042,2026-04-12,Breakdown,Medium,Closed
N-00997,EQ-0070,2024-08-06,Breakdown,Medium,Closed
N-00998,EQ-0015,2024-02-13,Breakdown,Medium,Closed
N-00999,EQ-0039,2025-05-29,Preventive Request,Low,Closed
N-01000,EQ-0040,2026-06-25,Breakdown,Medium,Closed
N-01001,EQ-0032,2025-03-27,Preventive Request,Medium,Converted to Order
N-01002,EQ-0048,2026-04-06,Preventive Request,Medium,Closed
N-01003,EQ-0053,2026-02-22,Breakdown,Medium,Closed
N-01004,EQ-0087,2024-04-12,Condition Monitoring,Medium,Closed
N-01005,EQ-0086,2026-02-02,Breakdown,Low,Closed
N-01006,EQ-0095,2024-05-14,Preventive Request,Low,Closed
N-01007,EQ-0027,2026-02-20,Preventive Request,Medium,Closed
N-01008,EQ-0026,2024-10-25,Breakdown,Medium,Closed
N-01009,EQ-0060,2025-06-04,Preventive Request,Low,Closed
N-01010,EQ-0009,2026-04-24,Breakdown,Medium,Closed
N-01011,EQ-0083,2026-04-19,Breakdown,Medium,Closed
N-01012,EQ-0042,2024-09-17,Breakdown,Medium,Closed
N-01013,EQ-0008,2025-01-02,Condition Monitoring,Low,Closed
N-01014,EQ-0100,2025-08-03,Breakdown,Medium,Closed
N-01015,EQ-0060,2024-09-08,Breakdown,Low,Converted to Order
N-01016,EQ-0022,2026-06-19,Breakdown,Medium,Converted to Order
N-01017,EQ-0032,2024-10-24,Inspection,Medium,Closed
N-01018,EQ-0073,2024-10-02,Breakdown,Medium,Closed
N-01019,EQ-0094,2025-07-06,Breakdown,Low,Converted to Order
N-01020,EQ-0084,2026-04-24,Breakdown,High,Closed
N-01021,EQ-0054,2024-12-31,Breakdown,Emergency,Closed
N-01022,EQ-0090,2024-11-15,Condition Monitoring,Low,Closed
N-01023,EQ-0027,2025-11-06,Breakdown,High,Closed
N-01024,EQ-0005,2026-06-21,Breakdown,Medium,Closed
N-01025,EQ-0080,2024-01-27,Breakdown,Medium,Closed
N-01026,EQ-0094,2025-08-28,Breakdown,High,Closed
N-01027,EQ-0086,2025-10-01,Inspection,Medium,Closed
N-01028,EQ-0020,2024-08-10,Breakdown,Low,Converted to Order
N-01029,EQ-0097,2024-05-05,Preventive Request,Medium,Closed
N-01030,EQ-0097,2025-04-30,Preventive Request,Low,Closed
N-01031,EQ-0036,2025-07-01,Condition Monitoring,Medium,Closed
N-01032,EQ-0092,2025-07-01,Inspection,Medium,Closed
N-01033,EQ-0004,2025-01-26,Breakdown,Medium,Closed
N-01034,EQ-0015,2025-03-18,Breakdown,Medium,Converted to Order
N-01035,EQ-0029,2024-10-11,Breakdown,Low,Closed
N-01036,EQ-0093,2026-05-31,Condition Monitoring,Medium,Closed
N-01037,EQ-0036,2025-07-12,Breakdown,High,Closed
N-01038,EQ-0084,2026-02-03,Condition Monitoring,Medium,Closed
N-01039,EQ-0029,2024-11-08,Condition Monitoring,Medium,Closed
N-01040,EQ-0035,2026-01-15,Inspection,Medium,Closed
N-01041,EQ-0046,2025-08-11,Inspection,Medium,Closed
N-01042,EQ-0093,2026-02-03,Inspection,Medium,Closed
N-01043,EQ-0047,2024-05-10,Preventive Request,Medium,Closed
N-01044,EQ-0071,2024-06-17,Condition Monitoring,Medium,Closed
N-01045,EQ-0075,2025-11-07,Preventive Request,Low,Closed
N-01046,EQ-0079,2025-01-27,Preventive Request,Medium,Closed
N-01047,EQ-0028,2025-08-16,Preventive Request,Low,Closed
N-01048,EQ-0097,2025-03-25,Breakdown,Medium,Closed
N-01049,EQ-0012,2024-03-25,Preventive Request,Low,Closed
N-01050,EQ-0099,2025-07-02,Breakdown,Medium,Closed
N-01051,EQ-0042,2025-02-15,Inspection,Medium,Closed
N-01052,EQ-0090,2026-03-29,Preventive Request,Low,Closed
N-01053,EQ-0034,2024-09-08,Breakdown,High,Closed
N-01054,EQ-0025,2025-08-29,Breakdown,Medium,Closed
N-01055,EQ-0028,2026-04-21,Inspection,Medium,Open
N-01056,EQ-0100,2025-02-19,Breakdown,Medium,Closed
N-01057,EQ-0076,2025-08-09,Inspection,Medium,Closed
N-01058,EQ-0047,2026-02-13,Preventive Request,Medium,Closed
N-01059,EQ-0020,2025-08-20,Breakdown,Low,Open
N-01060,EQ-0010,2025-01-27,Preventive Request,Medium,Closed
N-01061,EQ-0042,2024-05-01,Breakdown,Low,Closed
N-01062,EQ-0090,2025-02-09,Breakdown,Medium,Closed
N-01063,EQ-0052,2024-06-14,Breakdown,Medium,Closed
N-01064,EQ-0045,2025-12-22,Breakdown,Medium,Closed
N-01065,EQ-0068,2025-03-01,Inspection,Low,Closed
N-01066,EQ-0080,2025-01-06,Inspection,Medium,Closed
N-01067,EQ-0086,2025-11-03,Condition Monitoring,Low,Closed
N-01068,EQ-0097,2025-02-17,Breakdown,Low,Closed
N-01069,EQ-0015,2024-12-30,Breakdown,Medium,Closed
N-01070,EQ-0021,2025-07-31,Breakdown,Medium,Open
N-01071,EQ-0042,2024-10-21,Inspection,High,Closed
N-01072,EQ-0062,2025-05-27,Condition Monitoring,Medium,Closed
N-01073,EQ-0015,2026-05-17,Preventive Request,Low,Converted to Order
N-01074,EQ-0032,2024-05-20,Breakdown,Medium,Closed
N-01075,EQ-0006,2025-08-16,Breakdown,Medium,Closed
N-01076,EQ-0081,2025-09-01,Condition Monitoring,Low,Closed
N-01077,EQ-0087,2026-05-05,Breakdown,High,Closed
N-01078,EQ-0083,2025-07-20,Inspection,Medium,Closed
N-01079,EQ-0033,2024-10-14,Breakdown,Medium,Converted to Order
N-01080,EQ-0029,2025-08-10,Preventive Request,High,Closed
N-01081,EQ-0067,2024-05-26,Breakdown,Medium,Closed
N-01082,EQ-0003,2024-05-13,Breakdown,Medium,Converted to Order
N-01083,EQ-0075,2026-05-13,Preventive Request,Medium,Closed
N-01084,EQ-0069,2024-06-20,Breakdown,High,Converted to Order
N-01085,EQ-0039,2024-04-22,Breakdown,Medium,Closed
N-01086,EQ-0042,2025-12-18,Preventive Request,High,Closed
N-01087,EQ-0097,2024-08-30,Preventive Request,High,Closed
N-01088,EQ-0008,2026-06-11,Condition Monitoring,Medium,Closed
N-01089,EQ-0041,2026-06-28,Breakdown,Medium,Closed
N-01090,EQ-0012,2026-03-09,Breakdown,Low,Closed
N-01091,EQ-0084,2025-08-22,Inspection,Medium,Closed
N-01092,EQ-0093,2024-03-22,Breakdown,Low,Closed
N-01093,EQ-0006,2026-05-12,Inspection,Medium,Closed
N-01094,EQ-0060,2025-05-10,Breakdown,Medium,Closed
N-01095,EQ-0039,2025-03-09,Preventive Request,Low,Closed
N-01096,EQ-0033,2024-10-30,Inspection,High,Closed
N-01097,EQ-0089,2025-09-23,Breakdown,Medium,Closed
N-01098,EQ-0021,2024-06-13,Breakdown,Medium,Closed
N-01099,EQ-0059,2026-06-03,Breakdown,Medium,Converted to Order
N-01100,EQ-0036,2025-09-28,Inspection,Low,Closed
N-01101,EQ-0085,2024-06-09,Preventive Request,Medium,Converted to Order
N-01102,EQ-0057,2025-11-15,Breakdown,Medium,Closed
N-01103,EQ-0010,2026-04-03,Condition Monitoring,High,Closed
N-01104,EQ-0097,2024-11-19,Preventive Request,Medium,Closed
N-01105,EQ-0068,2026-05-27,Breakdown,Low,Closed
N-01106,EQ-0100,2024-07-18,Inspection,Medium,Converted to Order
N-01107,EQ-0080,2024-01-03,Breakdown,Medium,Closed
N-01108,EQ-0043,2026-05-04,Inspection,Medium,Closed
N-01109,EQ-0034,2026-03-23,Breakdown,Medium,Closed
N-01110,EQ-0003,2025-01-27,Breakdown,Emergency,Closed
N-01111,EQ-0076,2025-07-19,Breakdown,Emergency,Closed
N-01112,EQ-0042,2025-12-29,Preventive Request,Medium,Closed
N-01113,EQ-0074,2024-12-02,Breakdown,Emergency,Closed
N-01114,EQ-0069,2026-03-17,Condition Monitoring,High,Closed
N-01115,EQ-0039,2025-07-03,Preventive Request,High,Closed
N-01116,EQ-0087,2025-02-02,Inspection,Medium,Closed
N-01117,EQ-0091,2026-05-28,Breakdown,Medium,Closed
N-01118,EQ-0079,2024-04-21,Preventive Request,Medium,Closed
N-01119,EQ-0039,2026-06-07,Breakdown,Low,Closed
N-01120,EQ-0002,2025-03-27,Breakdown,Medium,Open
N-01121,EQ-0034,2024-10-29,Preventive Request,Medium,Closed
N-01122,EQ-0079,2024-04-27,Breakdown,Medium,Converted to Order
N-01123,EQ-0096,2025-08-20,Condition Monitoring,Low,Converted to Order
N-01124,EQ-0046,2025-04-16,Preventive Request,Medium,Closed
N-01125,EQ-0082,2025-10-31,Breakdown,Low,Closed
N-01126,EQ-0100,2025-03-24,Breakdown,High,Closed
N-01127,EQ-0042,2025-03-12,Breakdown,Medium,Closed
N-01128,EQ-0083,2025-04-24,Condition Monitoring,Low,Converted to Order
N-01129,EQ-0089,2024-04-01,Breakdown,Medium,Closed
N-01130,EQ-0057,2024-02-03,Breakdown,Medium,Closed
N-01131,EQ-0067,2025-07-20,Inspection,Medium,Closed
N-01132,EQ-0011,2026-04-02,Condition Monitoring,Medium,Closed
N-01133,EQ-0049,2024-08-13,Inspection,Medium,Closed
N-01134,EQ-0013,2025-11-17,Preventive Request,Low,Closed
N-01135,EQ-0054,2024-03-27,Breakdown,Low,Converted to Order
N-01136,EQ-0063,2025-04-19,Breakdown,Medium,Converted to Order
N-01137,EQ-0040,2025-06-29,Condition Monitoring,Low,Closed
N-01138,EQ-0089,2026-05-25,Preventive Request,Medium,Closed
N-01139,EQ-0087,2025-09-21,Preventive Request,Medium,Closed
N-01140,EQ-0100,2024-08-14,Preventive Request,Low,Closed
N-01141,EQ-0077,2025-07-24,Inspection,Low,Converted to Order
N-01142,EQ-0008,2026-05-26,Condition Monitoring,Medium,Closed
N-01143,EQ-0056,2025-10-09,Breakdown,Low,Closed
N-01144,EQ-0083,2024-10-29,Breakdown,Emergency,Closed
N-01145,EQ-0007,2025-09-30,Inspection,Medium,Closed
N-01146,EQ-0091,2024-01-30,Preventive Request,Medium,Converted to Order
N-01147,EQ-0072,2024-05-18,Preventive Request,Low,Closed
N-01148,EQ-0030,2025-09-02,Breakdown,High,Closed
N-01149,EQ-0064,2025-01-08,Inspection,Medium,Closed
N-01150,EQ-0088,2026-04-02,Breakdown,High,Closed
N-01151,EQ-0060,2025-02-19,Preventive Request,Low,Closed
N-01152,EQ-0026,2025-08-24,Breakdown,Medium,Converted to Order
N-01153,EQ-0013,2026-05-01,Inspection,Medium,Converted to Order
N-01154,EQ-0061,2024-02-19,Inspection,Medium,Closed
N-01155,EQ-0058,2025-10-26,Inspection,Low,Closed
N-01156,EQ-0044,2025-07-03,Preventive Request,Medium,Closed
N-01157,EQ-0014,2026-06-19,Breakdown,Medium,Closed
N-01158,EQ-0047,2024-08-29,Breakdown,Medium,Converted to Order
N-01159,EQ-0083,2024-12-25,Breakdown,Low,Closed
N-01160,EQ-0015,2026-05-20,Condition Monitoring,High,Closed
N-01161,EQ-0005,2024-11-25,Breakdown,High,Closed
N-01162,EQ-0088,2026-01-30,Condition Monitoring,Medium,Closed
N-01163,EQ-0085,2025-10-04,Preventive Request,Low,Converted to Order
N-01164,EQ-0090,2025-08-20,Condition Monitoring,Medium,Closed
N-01165,EQ-0015,2024-04-01,Breakdown,Medium,Closed
N-01166,EQ-0063,2024-12-04,Breakdown,Medium,Closed
N-01167,EQ-0097,2026-04-21,Breakdown,Medium,Closed
N-01168,EQ-0017,2025-01-23,Breakdown,Medium,Closed
N-01169,EQ-0004,2026-04-05,Condition Monitoring,High,Closed
N-01170,EQ-0030,2025-06-20,Breakdown,Medium,Closed
N-01171,EQ-0042,2026-06-18,Condition Monitoring,Medium,Closed
N-01172,EQ-0071,2024-01-24,Preventive Request,Medium,Closed
N-01173,EQ-0011,2024-01-27,Breakdown,Medium,Closed
N-01174,EQ-0084,2024-05-13,Breakdown,Medium,Closed
N-01175,EQ-0037,2025-10-12,Condition Monitoring,Medium,Closed
N-01176,EQ-0038,2026-05-13,Preventive Request,Medium,Closed
N-01177,EQ-0026,2024-11-26,Breakdown,High,Closed
N-01178,EQ-0056,2024-04-20,Preventive Request,Medium,Closed
N-01179,EQ-0084,2024-03-22,Breakdown,Emergency,Closed
N-01180,EQ-0093,2024-05-27,Breakdown,Medium,Closed
N-01181,EQ-0019,2025-11-19,Breakdown,High,Closed
N-01182,EQ-0056,2025-09-10,Breakdown,Medium,Closed
N-01183,EQ-0046,2024-11-22,Inspection,Low,Open
N-01184,EQ-0023,2025-01-13,Breakdown,Medium,Closed
N-01185,EQ-0003,2024-11-08,Breakdown,Medium,Closed
N-01186,EQ-0070,2025-08-29,Inspection,High,Open
N-01187,EQ-0015,2024-08-02,Breakdown,Medium,Closed
N-01188,EQ-0005,2025-01-06,Breakdown,Medium,Closed
N-01189,EQ-0073,2024-04-12,Breakdown,Medium,Closed
N-01190,EQ-0028,2025-02-22,Preventive Request,Medium,Closed
N-01191,EQ-0094,2025-12-27,Breakdown,High,Closed
N-01192,EQ-0097,2024-04-10,Breakdown,Medium,Closed
N-01193,EQ-0054,2024-09-16,Preventive Request,Medium,Closed
N-01194,EQ-0008,2026-04-18,Breakdown,Low,Closed
N-01195,EQ-0075,2026-03-26,Inspection,High,Closed
N-01196,EQ-0032,2024-03-21,Inspection,Medium,Converted to Order
N-01197,EQ-0060,2026-05-01,Preventive Request,Medium,Closed
N-01198,EQ-0002,2024-05-25,Preventive Request,Medium,Open
N-01199,EQ-0044,2024-06-02,Preventive Request,Medium,Closed
N-01200,EQ-0037,2025-06-17,Condition Monitoring,Low,Closed
N-01201,EQ-0093,2024-01-06,Preventive Request,High,Closed
N-01202,EQ-0014,2025-01-01,Breakdown,Low,Closed
N-01203,EQ-0078,2025-07-18,Breakdown,Medium,Closed
N-01204,EQ-0026,2026-03-06,Breakdown,Medium,Closed
N-01205,EQ-0006,2026-05-04,Inspection,Medium,Converted to Order
N-01206,EQ-0079,2026-01-08,Breakdown,Medium,Closed
N-01207,EQ-0020,2024-07-23,Preventive Request,Medium,Closed
N-01208,EQ-0012,2024-05-30,Inspection,Medium,Closed
N-01209,EQ-0082,2025-06-19,Breakdown,High,Closed
N-01210,EQ-0035,2026-06-10,Preventive Request,Low,Closed
N-01211,EQ-0006,2024-05-30,Breakdown,Medium,Closed
N-01212,EQ-0054,2026-05-23,Condition Monitoring,Low,Converted to Order
N-01213,EQ-0065,2024-05-16,Breakdown,Medium,Closed
N-01214,EQ-0084,2026-01-22,Breakdown,High,Converted to Order
N-01215,EQ-0069,2025-12-31,Breakdown,Low,Closed
N-01216,EQ-0088,2024-05-30,Inspection,Low,Open
N-01217,EQ-0040,2025-12-29,Breakdown,Emergency,Closed
N-01218,EQ-0015,2025-09-08,Inspection,Medium,Closed
N-01219,EQ-0078,2025-09-24,Breakdown,Medium,Closed
N-01220,EQ-0030,2024-09-14,Breakdown,High,Closed
N-01221,EQ-0001,2025-12-29,Breakdown,Medium,Closed
N-01222,EQ-0053,2025-04-06,Condition Monitoring,Medium,Closed
N-01223,EQ-0053,2024-07-08,Breakdown,Medium,Closed
N-01224,EQ-0048,2024-12-14,Breakdown,Low,Closed
N-01225,EQ-0082,2024-04-04,Breakdown,Low,Closed
N-01226,EQ-0060,2025-07-27,Breakdown,Low,Closed
N-01227,EQ-0072,2025-04-05,Breakdown,Medium,Closed
N-01228,EQ-0098,2025-02-18,Breakdown,Medium,Closed
N-01229,EQ-0066,2026-02-27,Preventive Request,Low,Closed
N-01230,EQ-0005,2026-01-20,Breakdown,Medium,Closed
N-01231,EQ-0089,2024-08-21,Condition Monitoring,Medium,Converted to Order
N-01232,EQ-0066,2026-05-02,Breakdown,High,Converted to Order
N-01233,EQ-0091,2024-11-08,Preventive Request,Medium,Converted to Order
N-01234,EQ-0044,2026-05-25,Breakdown,Medium,Closed
N-01235,EQ-0096,2025-05-26,Inspection,Medium,Closed
N-01236,EQ-0077,2024-01-24,Breakdown,Medium,Closed
N-01237,EQ-0039,2026-03-23,Inspection,Medium,Closed
N-01238,EQ-0013,2024-09-15,Breakdown,High,Closed
N-01239,EQ-0019,2025-06-15,Breakdown,High,Closed
N-01240,EQ-0063,2026-04-12,Condition Monitoring,High,Closed
N-01241,EQ-0048,2024-07-14,Preventive Request,Medium,Closed
N-01242,EQ-0004,2024-02-12,Preventive Request,Medium,Closed
N-01243,EQ-0049,2026-02-09,Preventive Request,Low,Closed
N-01244,EQ-0096,2025-05-31,Breakdown,Medium,Closed
N-01245,EQ-0073,2024-10-15,Breakdown,High,Closed
N-01246,EQ-0065,2025-01-09,Breakdown,High,Closed
N-01247,EQ-0096,2025-01-18,Inspection,Medium,Converted to Order
N-01248,EQ-0004,2025-07-18,Preventive Request,Medium,Converted to Order
N-01249,EQ-0041,2025-11-01,Inspection,High,Closed
N-01250,EQ-0035,2026-01-24,Preventive Request,Medium,Closed
N-01251,EQ-0001,2024-10-07,Preventive Request,Medium,Closed
N-01252,EQ-0037,2025-10-30,Condition Monitoring,Medium,Closed
N-01253,EQ-0018,2026-01-22,Breakdown,Medium,Converted to Order
N-01254,EQ-0068,2024-02-24,Preventive Request,High,Closed
N-01255,EQ-0006,2025-03-31,Breakdown,Medium,Closed
N-01256,EQ-0020,2024-01-06,Breakdown,Medium,Closed
N-01257,EQ-0098,2026-02-08,Breakdown,Medium,Converted to Order
N-01258,EQ-0069,2025-03-09,Preventive Request,Medium,Converted to Order
