maintenance_order_id,notification_id,equipment_id,technician_id,order_date,maintenance_type,priority,status,labour_hours,downtime_hours,labour_cost,material_cost,total_cost
MO-00451,N-00472,EQ-0003,T-007,2024-11-04,Corrective,Medium,Closed,3.54,3.8,148.52,96.0,244.52
MO-00452,N-00473,EQ-0057,T-016,2025-04-24,Preventive,Medium,Completed,10.42,0.0,573.0,191.0,764.0
MO-00453,N-00474,EQ-0073,T-004,2026-05-05,Preventive,Medium,Completed,1.38,0.0,76.16,0.0,76.16
MO-00454,N-00475,EQ-0084,T-016,2026-04-27,Corrective,Medium,Completed,8.03,8.85,441.65,495.0,936.65
MO-00455,N-00476,EQ-0058,T-014,2025-09-01,Preventive,Low,Completed,3.33,0.0,106.71,36.0,142.71
MO-00456,N-00478,EQ-0071,T-029,2024-08-10,Preventive,Medium,Closed,4.19,0.0,230.7,190.0,420.7
MO-00457,N-00479,EQ-0030,T-022,2025-07-01,Corrective,Medium,Closed,1.75,11.79,55.88,360.0,415.88
MO-00458,N-00480,EQ-0056,T-012,2024-05-09,Preventive,Medium,Completed,3.02,0.0,96.59,665.0,761.59
MO-00459,N-00481,EQ-0071,T-012,2024-08-16,Preventive,High,Completed,7.05,0.0,225.62,380.0,605.62
MO-00460,N-00482,EQ-0060,T-016,2026-01-01,Corrective,Emergency,Closed,5.19,21.77,285.34,920.0,1205.34
MO-00461,N-00483,EQ-0060,T-001,2024-06-22,Preventive,Medium,Completed,4.04,0.0,221.96,200.0,421.96
MO-00462,N-00485,EQ-0081,T-014,2024-11-03,Preventive,Medium,Completed,1.99,0.0,63.79,0.0,63.79
MO-00463,N-00486,EQ-0054,T-030,2024-05-31,Preventive,Medium,Completed,6.55,0.0,360.07,305.0,665.07
MO-00464,N-00487,EQ-0052,T-004,2025-03-18,Preventive,Medium,Completed,7.12,0.0,391.67,195.0,586.67
MO-00465,N-00488,EQ-0002,T-012,2024-03-05,Corrective,Medium,Closed,4.61,5.23,147.54,55.0,202.54
MO-00466,N-00489,EQ-0046,T-024,2026-06-26,Corrective,Low,Completed,2.81,21.59,118.09,285.0,403.09
MO-00467,N-00490,EQ-0058,T-011,2025-05-04,Preventive,Medium,Completed,4.25,0.0,135.84,465.0,600.84
MO-00468,N-00491,EQ-0096,T-014,2025-08-08,Preventive,High,Completed,3.79,0.0,121.31,255.0,376.31
MO-00469,N-00493,EQ-0088,T-020,2024-10-17,Corrective,Low,Completed,0.5,3.14,27.5,581.0,608.5
MO-00470,N-00494,EQ-0010,T-019,2025-12-24,Preventive,Medium,Completed,13.1,0.0,720.51,290.0,1010.51
MO-00471,N-00495,EQ-0100,T-013,2025-06-18,Corrective,Medium,Completed,6.72,4.54,369.77,0.0,369.77
MO-00472,N-00496,EQ-0065,T-030,2026-02-02,Corrective,High,Completed,1.15,9.03,63.14,32.0,95.14
MO-00473,N-00497,EQ-0031,T-024,2024-05-30,Preventive,Medium,Completed,4.71,0.0,197.77,980.0,1177.77
MO-00474,N-00498,EQ-0001,T-006,2025-05-09,Preventive,Medium,Completed,3.12,0.0,99.72,165.0,264.72
MO-00475,N-00499,EQ-0007,T-006,2026-04-11,Preventive,Medium,Completed,6.84,0.0,218.94,0.0,218.94
MO-00476,N-00500,EQ-0032,T-012,2026-02-18,Preventive,Medium,Completed,4.41,0.0,141.21,165.0,306.21
MO-00477,N-00502,EQ-0015,T-016,2026-03-14,Corrective,Medium,Closed,5.4,4.34,297.08,255.0,552.08
MO-00478,N-00503,EQ-0089,T-010,2025-03-25,Preventive,High,Completed,7.27,0.0,399.98,255.0,654.98
MO-00479,N-00504,EQ-0024,T-023,2026-02-11,Preventive,Medium,Completed,3.94,0.0,216.76,0.0,216.76
MO-00480,N-00505,EQ-0092,T-019,2024-11-16,Corrective,Medium,Completed,3.36,6.44,184.65,491.0,675.65
MO-00481,N-00506,EQ-0093,T-010,2025-03-12,Preventive,High,Completed,3.38,0.0,185.84,0.0,185.84
MO-00482,N-00507,EQ-0059,T-005,2024-06-09,Preventive,Medium,Completed,11.01,0.0,605.36,510.0,1115.36
MO-00483,N-00508,EQ-0043,T-028,2025-06-21,Preventive,Medium,Completed,5.02,0.0,160.56,240.0,400.56
MO-00484,N-00509,EQ-0088,T-027,2024-08-06,Corrective,Medium,Completed,9.83,3.83,314.51,165.0,479.51
MO-00485,N-00510,EQ-0027,T-027,2024-05-10,Corrective,Medium,Completed,2.96,2.65,94.57,120.0,214.57
MO-00486,N-00511,EQ-0085,T-029,2026-03-10,Preventive,Medium,Completed,4.55,0.0,250.45,0.0,250.45
MO-00487,N-00512,EQ-0007,T-007,2025-04-26,Preventive,Medium,Completed,1.27,0.0,53.53,375.0,428.53
MO-00488,N-00513,EQ-0061,T-016,2026-06-30,Preventive,Medium,Completed,6.12,0.0,336.78,0.0,336.78
MO-00489,N-00514,EQ-0082,T-016,2025-11-28,Preventive,Medium,Completed,3.54,0.0,194.44,0.0,194.44
MO-00490,N-00515,EQ-0013,T-020,2024-09-16,Preventive,Medium,Completed,3.08,0.0,169.5,0.0,169.5
MO-00491,N-00516,EQ-0088,T-028,2024-01-10,Corrective,High,Closed,5.7,4.05,182.25,350.0,532.25
MO-00492,N-00517,EQ-0048,T-006,2024-11-07,Corrective,Medium,Open,3.63,3.51,116.15,590.0,706.15
MO-00493,N-00518,EQ-0096,T-014,2024-11-17,Corrective,High,Completed,5.58,2.79,178.59,350.0,528.59
MO-00494,N-00519,EQ-0037,T-006,2026-04-11,Preventive,Medium,Completed,3.17,0.0,101.3,3910.0,4011.3
MO-00495,N-00520,EQ-0011,T-001,2024-01-16,Preventive,Medium,Completed,2.12,0.0,116.53,380.0,496.53
MO-00496,N-00521,EQ-0097,T-002,2025-09-08,Preventive,Medium,Completed,16.6,0.0,697.33,271.0,968.33
MO-00497,N-00522,EQ-0055,T-024,2024-11-18,Corrective,High,Completed,3.38,0.92,142.16,525.0,667.16
MO-00498,N-00524,EQ-0066,T-021,2024-12-18,Preventive,Medium,Completed,4.57,0.0,191.96,0.0,191.96
MO-00499,N-00525,EQ-0064,T-003,2024-07-23,Preventive,Medium,Closed,0.83,0.0,34.79,0.0,34.79
MO-00500,N-00528,EQ-0008,T-023,2025-05-07,Corrective,Emergency,Completed,4.9,3.02,269.41,560.0,829.41
MO-00501,N-00529,EQ-0091,T-022,2026-04-23,Preventive,Medium,Completed,2.47,0.0,79.18,0.0,79.18
MO-00502,N-00530,EQ-0099,T-006,2025-09-23,Corrective,Medium,Completed,2.54,4.94,81.33,185.0,266.33
MO-00503,N-00532,EQ-0011,T-015,2025-05-07,Corrective,Medium,Closed,1.83,5.63,100.38,210.0,310.38
MO-00504,N-00533,EQ-0073,T-002,2026-04-15,Corrective,Medium,Completed,3.26,6.11,136.86,0.0,136.86
MO-00505,N-00534,EQ-0077,T-030,2024-07-03,Preventive,High,Completed,0.5,0.0,27.5,350.0,377.5
MO-00506,N-00535,EQ-0064,T-015,2025-08-04,Preventive,Medium,Completed,3.76,0.0,206.73,2500.0,2706.73
MO-00507,N-00536,EQ-0067,T-021,2025-05-29,Preventive,High,Completed,2.77,0.0,116.53,265.0,381.53
MO-00508,N-00537,EQ-0031,T-020,2024-10-16,Preventive,Medium,Completed,3.85,0.0,211.52,36.0,247.52
MO-00509,N-00538,EQ-0034,T-009,2025-08-30,Corrective,Medium,Completed,1.25,4.4,68.75,170.0,238.75
MO-00510,N-00539,EQ-0040,T-017,2025-12-31,Corrective,High,Completed,5.27,1.61,290.07,245.0,535.07
MO-00511,N-00540,EQ-0045,T-006,2025-05-13,Corrective,Medium,Completed,2.36,7.47,75.64,770.0,845.64
MO-00512,N-00542,EQ-0075,T-012,2024-08-20,Corrective,Medium,Open,3.12,1.01,99.85,715.0,814.85
MO-00513,N-00543,EQ-0071,T-026,2024-03-14,Corrective,Medium,Open,7.35,6.71,404.5,0.0,404.5
MO-00514,N-00544,EQ-0081,T-004,2025-01-13,Preventive,Medium,Completed,1.19,0.0,65.49,0.0,65.49
MO-00515,N-00545,EQ-0075,T-001,2025-09-18,Preventive,Low,Completed,5.31,0.0,291.86,350.0,641.86
MO-00516,N-00546,EQ-0037,T-008,2026-06-07,Corrective,Medium,Open,7.39,6.64,406.32,280.0,686.32
MO-00517,N-00547,EQ-0010,T-023,2025-01-11,Preventive,Medium,Completed,6.48,0.0,356.26,505.0,861.26
MO-00518,N-00548,EQ-0092,T-018,2024-09-18,Corrective,Medium,Completed,4.98,10.32,209.18,440.0,649.18
MO-00519,N-00549,EQ-0075,T-002,2025-11-15,Corrective,High,Completed,1.22,0.91,51.36,395.0,446.36
MO-00520,N-00550,EQ-0011,T-021,2024-10-27,Preventive,Medium,Completed,3.71,0.0,155.69,0.0,155.69
MO-00521,N-00551,EQ-0091,T-011,2024-12-17,Preventive,High,Completed,2.58,0.0,82.57,0.0,82.57
MO-00522,N-00552,EQ-0038,T-010,2025-07-20,Preventive,Medium,Completed,10.36,0.0,570.04,36.0,606.04
MO-00523,N-00553,EQ-0068,T-024,2024-12-27,Preventive,Low,Completed,2.8,0.0,117.57,0.0,117.57
MO-00524,N-00554,EQ-0080,T-016,2024-06-05,Preventive,Medium,Completed,9.41,0.0,517.63,65.0,582.63
MO-00525,N-00555,EQ-0074,T-019,2026-05-02,Corrective,High,Closed,4.22,7.8,232.22,3750.0,3982.22
MO-00526,N-00556,EQ-0015,T-016,2024-09-20,Preventive,Medium,Completed,4.15,0.0,228.01,285.0,513.01
MO-00527,N-00557,EQ-0002,T-014,2024-08-15,Preventive,Low,Completed,1.18,0.0,37.91,295.0,332.91
MO-00528,N-00558,EQ-0085,T-020,2025-09-01,Preventive,Low,Completed,1.41,0.0,77.69,444.0,521.69
MO-00529,N-00559,EQ-0028,T-026,2025-01-01,Preventive,Medium,Completed,5.86,0.0,322.25,0.0,322.25
MO-00530,N-00560,EQ-0001,T-006,2025-06-20,Preventive,Medium,Completed,13.73,0.0,439.24,565.0,1004.24
MO-00531,N-00561,EQ-0087,T-018,2025-06-24,Preventive,Medium,Closed,7.64,0.0,320.75,0.0,320.75
MO-00532,N-00562,EQ-0003,T-029,2025-01-10,Preventive,Low,Open,4.86,0.0,267.37,1670.0,1937.37
MO-00533,N-00563,EQ-0059,T-026,2024-02-03,Corrective,Medium,Completed,4.26,11.18,234.44,0.0,234.44
MO-00534,N-00564,EQ-0027,T-030,2026-06-16,Corrective,Medium,Completed,1.4,3.43,77.23,415.0,492.23
MO-00535,N-00566,EQ-0011,T-028,2025-02-05,Preventive,High,Completed,0.5,0.0,16.0,255.0,271.0
MO-00536,N-00567,EQ-0026,T-029,2026-05-21,Preventive,Medium,Completed,2.32,0.0,127.62,0.0,127.62
MO-00537,N-00568,EQ-0040,T-028,2024-11-03,Corrective,Medium,Closed,2.51,3.11,80.42,405.0,485.42
MO-00538,N-00569,EQ-0031,T-008,2025-05-21,Corrective,Medium,Completed,5.34,15.4,293.53,741.0,1034.53
MO-00539,N-00570,EQ-0089,T-011,2024-07-25,Preventive,Low,Completed,10.91,0.0,349.25,420.0,769.25
MO-00540,N-00571,EQ-0069,T-009,2025-05-20,Corrective,Medium,Completed,2.28,6.52,125.16,55.0,180.16
MO-00541,N-00572,EQ-0097,T-002,2025-11-19,Preventive,Medium,Completed,3.01,0.0,126.36,0.0,126.36
MO-00542,N-00573,EQ-0063,T-028,2026-04-25,Preventive,Medium,Completed,4.63,0.0,148.21,0.0,148.21
MO-00543,N-00575,EQ-0071,T-029,2025-01-27,Preventive,Medium,Closed,3.04,0.0,167.05,3870.0,4037.05
MO-00544,N-00576,EQ-0027,T-007,2025-01-11,Preventive,Medium,Completed,5.2,0.0,218.4,470.0,688.4
MO-00545,N-00577,EQ-0076,T-029,2024-12-06,Corrective,Low,Completed,3.47,6.53,190.79,247.0,437.79
MO-00546,N-00578,EQ-0077,T-025,2025-07-07,Preventive,Medium,Closed,6.48,0.0,207.39,420.0,627.39
MO-00547,N-00579,EQ-0035,T-014,2026-02-25,Corrective,Low,Completed,9.03,3.1,288.91,420.0,708.91
MO-00548,N-00580,EQ-0058,T-008,2024-04-08,Corrective,Medium,Completed,2.71,6.02,149.3,0.0,149.3
MO-00549,N-00581,EQ-0028,T-010,2026-05-05,Corrective,Medium,Completed,4.02,9.06,220.89,0.0,220.89
MO-00550,N-00582,EQ-0017,T-010,2024-10-10,Corrective,Medium,Completed,9.7,3.69,533.52,217.0,750.52
MO-00551,N-00583,EQ-0020,T-028,2024-03-24,Corrective,Medium,Completed,8.26,14.35,264.21,54.0,318.21
MO-00552,N-00584,EQ-0022,T-004,2025-04-10,Preventive,High,Closed,5.45,0.0,299.56,820.0,1119.56
MO-00553,N-00585,EQ-0017,T-030,2026-01-06,Preventive,Medium,Completed,1.43,0.0,78.82,18.0,96.82
MO-00554,N-00586,EQ-0021,T-013,2026-03-21,Preventive,Medium,Completed,1.11,0.0,60.91,130.0,190.91
MO-00555,N-00587,EQ-0039,T-014,2024-05-02,Preventive,Medium,Completed,8.47,0.0,271.13,810.0,1081.13
MO-00556,N-00588,EQ-0044,T-025,2025-04-07,Corrective,Medium,Completed,4.33,2.62,138.72,1610.0,1748.72
MO-00557,N-00589,EQ-0066,T-017,2026-05-11,Preventive,High,Completed,7.59,0.0,417.19,0.0,417.19
MO-00558,N-00590,EQ-0057,T-006,2026-05-29,Preventive,High,Completed,3.2,0.0,102.26,0.0,102.26
MO-00559,N-00591,EQ-0072,T-001,2025-11-30,Corrective,Medium,Completed,9.44,2.55,519.3,2500.0,3019.3
MO-00560,N-00592,EQ-0020,T-028,2025-04-02,Preventive,Low,Completed,5.12,0.0,163.86,0.0,163.86
MO-00561,N-00593,EQ-0039,T-013,2024-02-16,Preventive,Medium,Completed,6.4,0.0,352.24,0.0,352.24
MO-00562,N-00594,EQ-0029,T-017,2026-01-09,Corrective,High,Completed,1.99,9.13,109.71,900.0,1009.71
MO-00563,N-00595,EQ-0002,T-019,2024-05-27,Preventive,High,Completed,6.22,0.0,342.31,0.0,342.31
MO-00564,N-00597,EQ-0029,T-004,2025-06-06,Preventive,Low,Completed,0.84,0.0,46.46,0.0,46.46
MO-00565,N-00598,EQ-0070,T-009,2026-05-19,Corrective,Medium,Closed,8.75,12.62,481.51,3750.0,4231.51
MO-00566,N-00599,EQ-0085,T-025,2024-11-09,Preventive,Medium,Completed,1.34,0.0,43.01,0.0,43.01
MO-00567,N-00600,EQ-0036,T-028,2025-09-11,Preventive,Low,Closed,2.33,0.0,74.64,165.0,239.64
MO-00568,N-00602,EQ-0095,T-008,2024-07-07,Corrective,High,Completed,0.75,5.71,41.0,36.0,77.0
MO-00569,N-00603,EQ-0097,T-026,2025-08-04,Preventive,Low,Completed,1.74,0.0,95.61,190.0,285.61
MO-00570,N-00604,EQ-0021,T-026,2024-10-01,Preventive,Medium,Completed,6.91,0.0,380.21,0.0,380.21
MO-00571,N-00605,EQ-0063,T-025,2024-04-16,Preventive,Medium,Closed,3.83,0.0,122.55,0.0,122.55
MO-00572,N-00606,EQ-0086,T-023,2024-10-03,Preventive,Low,Completed,8.92,0.0,490.67,170.0,660.67
MO-00573,N-00607,EQ-0019,T-010,2024-01-14,Corrective,Low,Completed,6.77,13.99,372.5,440.0,812.5
MO-00574,N-00608,EQ-0019,T-030,2025-08-26,Preventive,Medium,Closed,2.95,0.0,161.98,0.0,161.98
MO-00575,N-00609,EQ-0060,T-012,2024-08-13,Corrective,Medium,Completed,10.43,3.75,333.81,606.0,939.81
MO-00576,N-00610,EQ-0025,T-016,2025-11-04,Preventive,Medium,Completed,2.65,0.0,145.57,0.0,145.57
MO-00577,N-00611,EQ-0015,T-006,2025-03-02,Corrective,High,Completed,4.98,9.59,159.38,96.0,255.38
MO-00578,N-00612,EQ-0047,T-026,2024-05-01,Preventive,High,Completed,7.67,0.0,422.06,620.0,1042.06
MO-00579,N-00613,EQ-0093,T-002,2026-03-11,Corrective,High,Completed,6.53,4.84,274.18,514.0,788.18
MO-00580,N-00614,EQ-0074,T-010,2025-10-23,Preventive,Medium,Completed,3.06,0.0,168.29,0.0,168.29
MO-00581,N-00615,EQ-0088,T-018,2024-08-08,Corrective,High,Completed,8.04,5.09,337.54,0.0,337.54
MO-00582,N-00616,EQ-0057,T-013,2025-07-22,Corrective,Low,Completed,1.99,7.68,109.2,0.0,109.2
MO-00583,N-00617,EQ-0058,T-020,2026-05-23,Corrective,Medium,Completed,2.55,12.29,140.28,36.0,176.28
MO-00584,N-00618,EQ-0048,T-028,2025-06-20,Corrective,Medium,Completed,7.25,4.51,231.96,960.0,1191.96
MO-00585,N-00619,EQ-0060,T-027,2026-05-17,Corrective,Low,Completed,9.44,5.67,302.16,430.0,732.16
MO-00586,N-00620,EQ-0055,T-027,2024-03-24,Preventive,High,Completed,5.03,0.0,161.0,360.0,521.0
MO-00587,N-00621,EQ-0002,T-009,2025-06-30,Preventive,Medium,Completed,3.12,0.0,171.81,1335.0,1506.81
MO-00588,N-00622,EQ-0021,T-009,2025-05-26,Corrective,Low,Completed,6.37,6.41,350.27,0.0,350.27
MO-00589,N-00623,EQ-0004,T-006,2025-12-08,Corrective,Medium,Completed,0.5,5.13,16.0,54.0,70.0
MO-00590,N-00624,EQ-0078,T-012,2025-04-30,Preventive,Medium,Completed,6.32,0.0,202.26,0.0,202.26
MO-00591,N-00625,EQ-0019,T-013,2025-01-20,Preventive,Medium,Completed,1.65,0.0,90.87,0.0,90.87
MO-00592,N-00626,EQ-0063,T-019,2025-11-13,Corrective,High,Closed,2.5,11.95,137.49,135.0,272.49
MO-00593,N-00627,EQ-0073,T-005,2026-05-28,Corrective,Medium,Open,1.7,3.3,93.27,275.0,368.27
MO-00594,N-00628,EQ-0027,T-007,2025-11-30,Preventive,High,Completed,2.42,0.0,101.51,204.0,305.51
MO-00595,N-00629,EQ-0062,T-029,2025-01-11,Corrective,Medium,Completed,9.99,4.3,549.57,485.0,1034.57
MO-00596,N-00630,EQ-0020,T-003,2026-04-20,Preventive,Medium,Completed,6.42,0.0,269.6,0.0,269.6
MO-00597,N-00631,EQ-0012,T-022,2024-12-18,Preventive,High,Closed,1.43,0.0,45.81,220.0,265.81
MO-00598,N-00632,EQ-0003,T-001,2025-08-28,Preventive,High,Completed,3.38,0.0,185.86,0.0,185.86
MO-00599,N-00633,EQ-0085,T-028,2024-07-23,Corrective,Medium,Open,4.08,16.35,130.5,0.0,130.5
MO-00600,N-00634,EQ-0064,T-014,2024-03-14,Corrective,Low,Completed,1.04,1.01,33.19,315.0,348.19
MO-00601,N-00635,EQ-0001,T-003,2024-03-01,Corrective,Medium,Completed,3.9,12.76,163.7,0.0,163.7
MO-00602,N-00636,EQ-0004,T-006,2025-02-06,Preventive,Low,Completed,3.18,0.0,101.89,45.0,146.89
MO-00603,N-00637,EQ-0033,T-021,2025-09-11,Preventive,Medium,Completed,10.22,0.0,429.34,195.0,624.34
MO-00604,N-00638,EQ-0055,T-004,2024-09-01,Preventive,Medium,Completed,5.95,0.0,327.46,130.0,457.46
MO-00605,N-00639,EQ-0027,T-022,2026-06-05,Corrective,Medium,Completed,2.26,12.8,72.24,510.0,582.24
MO-00606,N-00640,EQ-0041,T-019,2026-02-12,Corrective,Medium,Open,3.88,7.98,213.51,120.0,333.51
MO-00607,N-00641,EQ-0065,T-021,2024-02-03,Preventive,Medium,Completed,3.52,0.0,147.95,0.0,147.95
MO-00608,N-00642,EQ-0095,T-014,2025-10-03,Preventive,High,Completed,0.5,0.0,16.0,0.0,16.0
MO-00609,N-00643,EQ-0098,T-013,2025-10-27,Preventive,Medium,Completed,1.45,0.0,79.72,0.0,79.72
MO-00610,N-00644,EQ-0040,T-018,2026-05-06,Corrective,High,Completed,12.59,5.27,528.86,610.0,1138.86
MO-00611,N-00645,EQ-0074,T-022,2026-06-19,Preventive,Medium,Completed,5.84,0.0,186.81,45.0,231.81
MO-00612,N-00646,EQ-0040,T-029,2025-06-01,Corrective,High,Completed,7.54,13.71,414.91,0.0,414.91
MO-00613,N-00647,EQ-0075,T-012,2024-01-13,Corrective,High,Completed,10.71,0.5,342.77,0.0,342.77
MO-00614,N-00648,EQ-0098,T-011,2026-01-26,Preventive,Medium,Completed,14.13,0.0,452.01,135.0,587.01
MO-00615,N-00649,EQ-0012,T-006,2025-12-20,Preventive,Medium,Completed,7.0,0.0,223.85,2590.0,2813.85
MO-00616,N-00650,EQ-0071,T-012,2026-03-31,Preventive,Medium,Completed,2.51,0.0,80.3,65.0,145.3
MO-00617,N-00651,EQ-0072,T-023,2024-07-18,Preventive,Low,Closed,5.72,0.0,314.66,0.0,314.66
MO-00618,N-00652,EQ-0005,T-006,2025-01-03,Preventive,Low,Completed,2.85,0.0,91.15,0.0,91.15
MO-00619,N-00653,EQ-0008,T-012,2026-05-05,Preventive,Medium,Completed,2.85,0.0,91.11,980.0,1071.11
MO-00620,N-00654,EQ-0044,T-020,2024-01-16,Corrective,Medium,Completed,2.46,13.93,135.23,820.0,955.23
MO-00621,N-00655,EQ-0029,T-002,2025-02-03,Preventive,Medium,Completed,5.67,0.0,238.09,0.0,238.09
MO-00622,N-00656,EQ-0062,T-010,2024-12-10,Preventive,Medium,Completed,7.79,0.0,428.29,0.0,428.29
MO-00623,N-00657,EQ-0058,T-016,2024-01-02,Preventive,Medium,Completed,7.84,0.0,431.01,0.0,431.01
MO-00624,N-00658,EQ-0065,T-007,2025-06-05,Corrective,High,Completed,5.87,2.23,246.65,3240.0,3486.65
MO-00625,N-00659,EQ-0087,T-027,2024-07-17,Preventive,Medium,Completed,1.91,0.0,60.97,415.0,475.97
MO-00626,N-00660,EQ-0002,T-021,2024-11-18,Preventive,Medium,Completed,2.21,0.0,92.66,64.0,156.66
MO-00627,N-00661,EQ-0053,T-022,2025-08-18,Preventive,Medium,Completed,1.87,0.0,59.78,670.0,729.78
MO-00628,N-00662,EQ-0044,T-019,2026-06-09,Corrective,Emergency,Completed,1.36,9.94,75.02,639.0,714.02
MO-00629,N-00664,EQ-0053,T-016,2025-10-07,Corrective,Medium,Completed,4.86,9.08,267.4,0.0,267.4
MO-00630,N-00665,EQ-0018,T-005,2025-12-05,Preventive,Low,Open,2.87,0.0,158.02,90.0,248.02
MO-00631,N-00668,EQ-0055,T-005,2024-11-24,Preventive,Medium,Completed,3.46,0.0,190.56,193.0,383.56
MO-00632,N-00669,EQ-0017,T-014,2025-12-11,Corrective,Low,Completed,2.61,9.35,83.55,2710.0,2793.55
MO-00633,N-00670,EQ-0044,T-011,2024-05-03,Preventive,Medium,Completed,4.46,0.0,142.66,3940.0,4082.66
MO-00634,N-00671,EQ-0011,T-020,2025-04-09,Corrective,Medium,Open,2.99,0.9,164.39,420.0,584.39
MO-00635,N-00672,EQ-0028,T-004,2024-09-23,Preventive,Medium,Completed,5.29,0.0,291.14,0.0,291.14
MO-00636,N-00673,EQ-0064,T-019,2024-06-05,Preventive,Medium,Completed,5.67,0.0,312.09,0.0,312.09
MO-00637,N-00674,EQ-0064,T-017,2025-08-27,Preventive,Medium,Completed,2.66,0.0,146.34,0.0,146.34
MO-00638,N-00675,EQ-0007,T-016,2026-05-25,Preventive,Low,Completed,5.61,0.0,308.62,0.0,308.62
MO-00639,N-00676,EQ-0064,T-017,2026-05-14,Preventive,Medium,Completed,5.16,0.0,283.67,2500.0,2783.67
MO-00640,N-00677,EQ-0051,T-019,2024-05-24,Preventive,Medium,Completed,4.28,0.0,235.51,675.0,910.51
MO-00641,N-00678,EQ-0040,T-022,2026-05-19,Preventive,Medium,Closed,1.22,0.0,39.17,0.0,39.17
MO-00642,N-00679,EQ-0034,T-009,2025-08-14,Corrective,Medium,Completed,13.4,9.26,737.18,0.0,737.18
MO-00643,N-00680,EQ-0051,T-020,2024-08-04,Corrective,Medium,Completed,2.2,8.96,120.93,525.0,645.93
MO-00644,N-00682,EQ-0008,T-017,2024-12-12,Preventive,Medium,Completed,9.44,0.0,519.45,0.0,519.45
MO-00645,N-00683,EQ-0041,T-013,2025-05-11,Corrective,Low,Completed,1.37,17.02,75.46,234.0,309.46
MO-00646,N-00684,EQ-0039,T-021,2026-02-13,Corrective,High,Completed,4.73,3.45,198.56,4118.0,4316.56
MO-00647,N-00685,EQ-0044,T-026,2025-12-31,Corrective,Medium,Completed,12.24,3.04,673.01,96.0,769.01
MO-00648,N-00686,EQ-0094,T-023,2025-10-04,Corrective,Low,Completed,3.25,6.02,178.88,915.0,1093.88
MO-00649,N-00687,EQ-0062,T-015,2024-05-04,Preventive,Medium,Completed,11.01,0.0,605.5,0.0,605.5
MO-00650,N-00688,EQ-0003,T-020,2025-11-05,Corrective,Medium,Completed,3.11,1.2,170.82,0.0,170.82
MO-00651,N-00689,EQ-0011,T-016,2025-01-12,Preventive,Medium,Completed,3.82,0.0,210.01,350.0,560.01
MO-00652,N-00690,EQ-0022,T-017,2025-09-11,Corrective,High,Completed,6.63,3.87,364.7,485.0,849.7
MO-00653,N-00691,EQ-0023,T-010,2024-07-01,Preventive,High,Completed,2.66,0.0,146.34,0.0,146.34
MO-00654,N-00692,EQ-0003,T-006,2025-12-13,Corrective,Low,Completed,4.66,8.75,149.11,0.0,149.11
MO-00655,N-00693,EQ-0070,T-030,2025-10-12,Preventive,High,Closed,12.95,0.0,712.49,95.0,807.49
MO-00656,N-00694,EQ-0057,T-029,2025-05-20,Preventive,Medium,Completed,8.92,0.0,490.87,90.0,580.87
MO-00657,N-00695,EQ-0035,T-003,2025-04-17,Preventive,Medium,Completed,3.36,0.0,140.99,740.0,880.99
MO-00658,N-00696,EQ-0066,T-017,2024-08-23,Corrective,Medium,Completed,14.92,9.2,820.5,3090.0,3910.5
MO-00659,N-00697,EQ-0001,T-027,2024-01-12,Preventive,Low,Completed,1.79,0.0,57.19,64.0,121.19
MO-00660,N-00698,EQ-0001,T-012,2025-10-11,Preventive,Medium,Completed,8.65,0.0,276.85,240.0,516.85
MO-00661,N-00699,EQ-0036,T-014,2024-04-08,Preventive,Medium,Completed,3.17,0.0,101.35,190.0,291.35
MO-00662,N-00700,EQ-0080,T-018,2025-09-12,Preventive,Low,Completed,3.42,0.0,143.63,138.0,281.63
MO-00663,N-00701,EQ-0004,T-003,2025-11-17,Corrective,Medium,Open,0.94,9.62,39.66,420.0,459.66
MO-00664,N-00702,EQ-0025,T-001,2025-02-25,Corrective,High,Completed,1.67,3.81,91.95,635.0,726.95
MO-00665,N-00703,EQ-0013,T-019,2025-01-17,Corrective,Low,Open,6.02,16.17,331.35,95.0,426.35
MO-00666,N-00704,EQ-0039,T-015,2024-11-21,Corrective,Medium,Completed,3.73,3.87,204.88,0.0,204.88
MO-00667,N-00705,EQ-0098,T-021,2024-09-12,Corrective,Medium,Completed,4.94,6.28,207.49,0.0,207.49
MO-00668,N-00706,EQ-0094,T-028,2024-09-16,Corrective,Low,Completed,1.46,1.89,46.81,314.0,360.81
MO-00669,N-00707,EQ-0094,T-029,2025-07-23,Preventive,High,Completed,4.69,0.0,257.9,310.0,567.9
MO-00670,N-00708,EQ-0003,T-003,2024-10-19,Corrective,Medium,Completed,7.33,4.16,307.73,360.0,667.73
MO-00671,N-00709,EQ-0017,T-025,2024-07-21,Corrective,Medium,Completed,9.48,3.2,303.33,404.0,707.33
MO-00672,N-00710,EQ-0081,T-004,2025-05-16,Preventive,Medium,Completed,4.58,0.0,251.7,2630.0,2881.7
MO-00673,N-00711,EQ-0046,T-014,2026-06-11,Preventive,Low,Completed,1.93,0.0,61.82,0.0,61.82
MO-00674,N-00712,EQ-0082,T-002,2024-10-24,Preventive,Medium,Completed,1.93,0.0,80.9,0.0,80.9
MO-00675,N-00713,EQ-0038,T-012,2024-05-30,Corrective,Emergency,Closed,8.34,1.74,266.76,420.0,686.76
